Google Place Name,Google Address,Google Place ID,ArcGIS Best Match,Match Score,Matched Street Name
Dream smoke shop,"7300 ST ANDREWS CHURCH RD, LOUISVILLE, KY 40214, USA",ChIJd7BrOyoRaYgRffMkwa_y-uk,"7312 SAINT ANDREWS CHURCH RD, 40214",89,"7312 SAINT ANDREWS CHURCH RD, 40214"
Cox's Smoker's Outlet Auburndale-South End,"5514 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJy_wnBeURaYgR-lMSvXC6DIY,"5514 NEW CUT RD, LOUISVILLE, KY 40214",75,"5514 NEW CUT RD, LOUISVILLE, KY 40214"
Magic Vapes Hemp,"132 OUTER LOOP #100, LOUISVILLE, KY 40214, USA",ChIJ5zBg2rkRaYgRhwyh7sCiyK4,"132 OUTER LOOP, LOUISVILLE, KY 40214",69,"132 OUTER LOOP, LOUISVILLE, KY 40214"
Liquor House,"161 OUTER LOOP SUITE 101, LOUISVILLE, KY 40214, USA",ChIJNZIZocYRaYgRGGwVvMAmtw0,"161 OUTER LOOP, 101, LOUISVILLE, KY 40214",76,"161 OUTER LOOP, 101, LOUISVILLE, KY 40214"
Circle K,"5929 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJRb-guNoRaYgRqEBPOaqOC1I,"5929 NEW CUT RD, LOUISVILLE, KY 40214",75,"5929 NEW CUT RD, LOUISVILLE, KY 40214"
Circle k,"5929 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJY26y6doRaYgROg7jjob3p-U,"5929 NEW CUT RD, LOUISVILLE, KY 40214",75,"5929 NEW CUT RD, LOUISVILLE, KY 40214"
Speedway,"7400 3RD STREET RD, LOUISVILLE, KY 40214, USA",ChIJu5hPs_oRaYgRcuC04kot510,"7400 3RD STREET RD, LOUISVILLE, KY 40214",77,"7400 3RD STREET RD, LOUISVILLE, KY 40214"
bp,"5901 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJK7Xi5TQRaYgR1D3rB9cAjYk,"5901 NEW CUT RD, LOUISVILLE, KY 40214",75,"5901 NEW CUT RD, LOUISVILLE, KY 40214"
Kroger Fuel Center,"5533 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ8Zh1wuQRaYgR1JAW7Pf7hQY,"5533 NEW CUT RD, LOUISVILLE, KY 40214",75,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
Murphy USA,"185 OUTER LOOP, LOUISVILLE, KY 40214, USA",ChIJTwDiPcURaYgRNwbVGzZVBjs,"185 OUTER LOOP, LOUISVILLE, KY 40214",74,"185 OUTER LOOP, LOUISVILLE, KY 40214"
Marathon Gas,"5901 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ26RPr9sRaYgRX8fxpw_na9Y,"5901 NEW CUT RD, LOUISVILLE, KY 40214",75,"5901 NEW CUT RD, LOUISVILLE, KY 40214"
one stop foodmart,"7205 MANSLICK RD, LOUISVILLE, KY 40214, USA",ChIJFTy6aocRaYgRu_XGRUzCDq0,"7205 MANSLICK RD, LOUISVILLE, KY 40214",76,"7205 MANSLICK RD, LOUISVILLE, KY 40214"
Marathon,"7312 ST ANDREWS CHURCH RD SUITE A, LOUISVILLE, KY 40214, USA",ChIJdzEUI_ARaYgRTaq7BBm5eNY,"7312 SAINT ANDREWS CHURCH RD, 40214",88,"7312 SAINT ANDREWS CHURCH RD, 40214"
Valero,"LOUISVILLE, KY 40214, USA",ChIJA9udPIcRaYgRpKrE8fu9Rag,"524 N 35TH ST, LOUISVILLE, KY 40212",75,"524 N 35TH ST, LOUISVILLE, KY 40212"
LICKETY SPLIT FOOD AND GAS,"5440 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJs-ltjvoRaYgRX2nP7_RP0HE,"5440 NEW CUT RD, LOUISVILLE, KY 40214",75,"5440 NEW CUT RD, LOUISVILLE, KY 40214"
Mister G's Car Wash,"5213 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ6ejZ6hwSaYgRmeH7As-7sQ8,"5514 NEW CUT RD, LOUISVILLE, KY 40214",68,"5514 NEW CUT RD, LOUISVILLE, KY 40214"
Cardinal Market,"7312 ST ANDREWS CHURCH RD SUITE A, LOUISVILLE, KY 40214, USA",ChIJb38OJIERaYgRSbKaFhxy3FE,"7312 SAINT ANDREWS CHURCH RD, 40214",88,"7312 SAINT ANDREWS CHURCH RD, 40214"
B Quick Food Mart,"7600 3RD STREET RD, LOUISVILLE, KY 40214, USA",ChIJcbbMV-kRaYgRgwz-151VmjY,"7600 3RD STREET RD, LOUISVILLE, KY 40214",77,"7600 3RD STREET RD, LOUISVILLE, KY 40214"
Kenwood Grocery Store,"802 W KENWOOD DR, LOUISVILLE, KY 40214, USA",ChIJX6z6ohwSaYgRNbi_dg7Bb_g,"802 W KENWOOD DR, LOUISVILLE, KY 40214",76,"802 W KENWOOD DR, LOUISVILLE, KY 40214"
Iroquois Liquor,"5105 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJu6doDBsSaYgRwtV_PoeTw_U,"5105 NEW CUT RD, LOUISVILLE, KY 40214",75,"5105 NEW CUT RD, LOUISVILLE, KY 40214"
Dollar General,"7427 3RD STREET RD, LOUISVILLE, KY 40214, USA",ChIJdVG_h-8RaYgRNHH1cR324hU,"7427 3RD STREET RD, LOUISVILLE, KY 40214",77,"7427 3RD STREET RD, LOUISVILLE, KY 40214"
Dollar Tree,"5532 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJWWRMPeURaYgRGDOmT-EkDlk,"5533 NEW CUT RD, LOUISVILLE, KY 40214",71,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
Walgreens,"5400 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ27uwCfoRaYgR4BWlKVDSOfQ,"5400 NEW CUT RD, LOUISVILLE, KY 40214",75,"5400 NEW CUT RD, LOUISVILLE, KY 40214"
Kroger,"5533 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJmab0G-URaYgR_UVWSF8EO_M,"5533 NEW CUT RD, LOUISVILLE, KY 40214",75,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
Valvoline Instant Oil Change,"7401 3RD STREET RD, LOUISVILLE, KY 40214, USA",ChIJ_TJfXOURaYgR-tayW8iUeh8,"7400 3RD STREET RD, LOUISVILLE, KY 40214",74,"7400 3RD STREET RD, LOUISVILLE, KY 40214"
DEE’s Liquor Store,"5435 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ7QcJoJMRaYgRSjjbGSYTJZ8,"5435 NEW CUT RD, LOUISVILLE, KY 40214",75,"5435 NEW CUT RD, LOUISVILLE, KY 40214"
Cheers Liquor Store,"7321 ST ANDREWS CHURCH RD A, LOUISVILLE, KY 40214, USA",ChIJSZNHMoERaYgR2Iscq9Ip_dY,"7312 SAINT ANDREWS CHURCH RD, 40214",90,"7312 SAINT ANDREWS CHURCH RD, 40214"
Walgreens Pharmacy,"5400 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJxSZfp_ARaYgREyzuVvu5vs8,"5400 NEW CUT RD, LOUISVILLE, KY 40214",75,"5400 NEW CUT RD, LOUISVILLE, KY 40214"
Kroger Pharmacy,"5533 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJmab0G-URaYgRWq1fkVBHZG0,"5533 NEW CUT RD, LOUISVILLE, KY 40214",75,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
Walmart Pharmacy,"175 OUTER LOOP, LOUISVILLE, KY 40214, USA",ChIJc42bUMQRaYgRLOeV7Mqi64E,"185 OUTER LOOP, LOUISVILLE, KY 40214",70,"185 OUTER LOOP, LOUISVILLE, KY 40214"
COVID-19 Drive-Thru Testing at Walgreens,"5400 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJuQ5Zp_ARaYgRvQlYe2lj4sI,"5400 NEW CUT RD, LOUISVILLE, KY 40214",75,"5400 NEW CUT RD, LOUISVILLE, KY 40214"
J-Town Tobacco Outlet,"6711 STRAWBERRY LN, LOUISVILLE, KY 40214, USA",ChIJB41cMjkNaYgRolQ4_nkyGJM,"6711 STRAWBERRY LN, LOUISVILLE, KY 40214",77,"6711 STRAWBERRY LN, LOUISVILLE, KY 40214"
Smoke buddy,"6627 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJadKYtcwNaYgRO2sYl7bXyeA,"6627 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6627 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Thorntons,"8405 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJiX46GzkOaYgRDuAjcWBTvxA,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",73,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
Speedway,"6821 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJ5Z40qP8NaYgR1YIvCly_ZAo,"6821 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6821 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Pick And Pump 5,"8404 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJPx1kOzkOaYgRgv6UmmtaaSA,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",70,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
Marathon Gas,"5600 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJow9iBQQOaYgRGBKmW6VpiOY,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",73,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
DEF for work trucks THORNTONS,"8311 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJg-2f5s4PaYgRqGA-Sn3wrcM,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",64,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
Dongar Food Mart & Deli,"5600 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJN7-2CwQOaYgRIwMxnLB4Bzw,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",73,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
Ks Deli Food Mart,"5600 NATIONAL TURNPIKE # 1, LOUISVILLE, KY 40214, USA",ChIJBZQviwMOaYgRiBBgdzeO5AU,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",71,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
AL MADINA FOOD MART,"6921 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJa_SUIBYNaYgRZoIzlHFGQJw,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214",73,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Alrasoul Food Mart,"7141 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJN4aW_AEOaYgR88E5zVNrhXQ,"7136 SOUTHSIDE DR, LOUISVILLE, KY 40214",70,"7136 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Al Madina market,"6921 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJKzohqtMNaYgR7fObbsBcmdQ,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214",73,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Pic Pac Southside Drive,"6629 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJ-eXWPP8NaYgRUYhN9umRCno,"6629 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6629 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Dairy Queen Grill & Chill,"5516 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJwZHVlQEOaYgRcGmrF4KrBCQ,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",67,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
La Antiguita Guatemala,"6921 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJ-63XNhkNaYgRBAHhwfvIXA4,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214",73,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214"
dong phuong Grocery Store,"6705 STRAWBERRY LN, LOUISVILLE, KY 40214, USA",ChIJt3C1jf4NaYgRLLjvggYVUt8,"6705 STRAWBERRY LN, LOUISVILLE, KY 40214",77,"6705 STRAWBERRY LN, LOUISVILLE, KY 40214"
Kenwood Liquors,"6908 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJB3xqx_8NaYgRpdUfJLKxDvw,"6908 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6908 SOUTHSIDE DR, LOUISVILLE, KY 40214"
JEKE Liquors,"8206 NATIONAL TURNPIKE A, LOUISVILLE, KY 40214, USA",ChIJowzTBXMPaYgRmEjFcmlKdeA,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",68,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
popular smoke & vape,"7702 PRESTON HWY STE C, LOUISVILLE, KY 40219, USA",ChIJb1lBwmEPaYgRqjr20EXcMio,"7702 PRESTON HWY, LOUISVILLE, KY 40219",69,"7702 PRESTON HWY, LOUISVILLE, KY 40219"
Nick’s House of Vape & Smoke,"7502 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJOUHge38PaYgRV6Qa_EJyB2U,"7502 PRESTON HWY, LOUISVILLE, KY 40219",76,"7502 PRESTON HWY, LOUISVILLE, KY 40219"
JJ Distributors - Cash and Carry,"3415 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJtbmYOjkNaYgR61tn2QaleZY,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",72,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
Liquor Barn,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJWeIyKBwMaYgREcy2mrTTM7I,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",78,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
bapashree wholesale,"3221 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJP8PQ3GoNaYgRT9-MQmK8Yrc,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",72,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
Thorntons,"2700 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJzz67gygMaYgRiXMglI__lFI,"2700 FERN VALLEY RD, LOUISVILLE, KY 40213",78,"2700 FERN VALLEY RD, LOUISVILLE, KY 40213"
Circle K,"3001 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJjZmkGCEMaYgRAfkIs1YeI90,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",72,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
bp,"2800 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJ5fzVTSYMaYgRFfcj9dipGZ4,"2800 FERN VALLEY RD, LOUISVILLE, KY 40213",78,"2800 FERN VALLEY RD, LOUISVILLE, KY 40213"
Circle K,"6514 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJKavFWxwMaYgRCmMzS2vycRQ,"6514 PRESTON HWY, LOUISVILLE, KY 40219",76,"6514 PRESTON HWY, LOUISVILLE, KY 40219"
Marathon,"3001 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJm12oIiEMaYgRuAWDgEcP2VQ,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",72,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
Sam's Club Gas Station,"6622 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJiSOm4B0MaYgRzVVCYE6RAVU,"6624 PRESTON HWY, LOUISVILLE, KY 40219",72,"6624 PRESTON HWY, LOUISVILLE, KY 40219"
Super Stop Market,"7303 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJuz-dka4OaYgRzJtZw-7Mwwc,"7303 PRESTON HWY, LOUISVILLE, KY 40219",76,"7303 PRESTON HWY, LOUISVILLE, KY 40219"
M&S Food Marts,"LOUISVILLE, KY 40213, USA",ChIJaypgqycMaYgRpw04_BmICEE,"438 N 28TH ST, LOUISVILLE, KY 40212",75,"438 N 28TH ST, LOUISVILLE, KY 40212"
Family Dollar,"TARGET CENTER, 7100 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJh2pauqgOaYgRxt1cAmgv434,"7100 PRESTON HWY, LOUISVILLE, KY 40219",61,"7100 PRESTON HWY, LOUISVILLE, KY 40219"
Walgreens,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJo7Z01xwMaYgR4KJ_vuid7Aw,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",78,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
McDonald's,"2800 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJq6LfopMOaYgRYblNbDs8uL8,"185 OUTER LOOP, LOUISVILLE, KY 40214",62,"185 OUTER LOOP, LOUISVILLE, KY 40214"
Liquor Corner,"6101 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJg51e-PcNaYgRFlpfeWbfiyQ,"6101 PRESTON HWY, LOUISVILLE, KY 40219",76,"6101 PRESTON HWY, LOUISVILLE, KY 40219"
Liquor Mart,"7212 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJd8Sn2K4OaYgR7KSkJ2jCTbg,"7212 PRESTON HWY, LOUISVILLE, KY 40219",76,"7212 PRESTON HWY, LOUISVILLE, KY 40219"
Liquor Town,"7500 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJF10Vh2wPaYgRSP2dTBr5MQU,"7500 PRESTON HWY, LOUISVILLE, KY 40219",76,"7500 PRESTON HWY, LOUISVILLE, KY 40219"
Fern Valley Wine & Liquor,"3301 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJK1krb5oNaYgR96pg3MPesnA,"3301 FERN VALLEY RD, 101, LOUISVILLE, KY 40213",74,"3301 FERN VALLEY RD, 101, LOUISVILLE, KY 40213"
Walgreens Pharmacy,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJv6V32hwMaYgRPhJh4lTK9VA,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",78,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
Sam's Club Pharmacy,"6622 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJiSOm4B0MaYgREBU-jQQJzWU,"6624 PRESTON HWY, LOUISVILLE, KY 40219",72,"6624 PRESTON HWY, LOUISVILLE, KY 40219"
Chewy Pharmacy,"3621 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJ15ph-BMNaYgRNP8PMeVda8c,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",72,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
COVID-19 Drive-Thru Testing at Walgreens,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJmVRKnLoNaYgRxC0u7cqeZyo,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",78,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
Smoke Signal,"5520 FERN VALLEY RD #112, LOUISVILLE, KY 40228, USA",ChIJuRsEP9kLaYgRPlQhSM6NjGc,"5520 FERN VALLEY RD, 112, LOUISVILLE, KY 40228",81,"5520 FERN VALLEY RD, 112, LOUISVILLE, KY 40228"
SMOKE STOP,"8112 BLUE LICK RD STE A, LOUISVILLE, KY 40219, USA",ChIJbxXaOpEPaYgROSi84PP-GzE,"8110 BLUE LICK RD, SUITE A, LOUISVILLE, KY 40219",76,"8110 BLUE LICK RD, SUITE A, LOUISVILLE, KY 40219"
Smokers oasis,"5044 POPLAR LEVEL RD, LOUISVILLE, KY 40219, USA",ChIJtZ1zx08LaYgRCFWkTKiAXr0,"5014 POPLAR LEVEL RD, LOUISVILLE, KY 40219",76,"5014 POPLAR LEVEL RD, LOUISVILLE, KY 40219"
8 Oasis Smoke Shop,"6708 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228, USA",ChIJleQqj8kLaYgRm5PR8LZVjoU,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",74,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Cox's Spirit Shoppe,"8000 BLUE LICK RD, LOUISVILLE, KY 40219, USA",ChIJL-n-M7UOaYgRmraA3jigdEA,"8000 BLUE LICK RD, LOUISVILLE, KY 40219",77,"8000 BLUE LICK RD, LOUISVILLE, KY 40219"
Cool Breeze Vapor,"4120 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJCeATUUsJaYgRPduV8tA7GNo,"4120 OUTER LOOP, LOUISVILLE, KY 40219",75,"4120 OUTER LOOP, LOUISVILLE, KY 40219"
Liquor Barn,"4901 OUTER LOOP #137, LOUISVILLE, KY 40219, USA",ChIJgZBQhEIJaYgRcFqv5nk1uqM,"4901 OUTER LOOP, 137, LOUISVILLE, KY 40219",78,"4901 OUTER LOOP, 137, LOUISVILLE, KY 40219"
New Age Gifts,"7908 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJ3wsdpE4JaYgRRtGgYkCbnyI,"7908 PRESTON HWY, LOUISVILLE, KY 40219",76,"7908 PRESTON HWY, LOUISVILLE, KY 40219"
Derb E Cigs Vapor Store,"5702 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJ980wFm4JaYgRytPA7wsgOeM,"5702 OUTER LOOP, LOUISVILLE, KY 40219",75,"5702 OUTER LOOP, LOUISVILLE, KY 40219"
Shell,"8003 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219, USA",ChIJOZwhXdwLaYgRvJ4ruKjYd3E,"8003 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",80,"8003 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Shell,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228, USA",ChIJpwXziuAJaYgRpU_9GCEraP0,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",77,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Marathon,"8200 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJzczUzkoJaYgRivXqIhS4ZjA,"8200 PRESTON HWY, LOUISVILLE, KY 40219",76,"8200 PRESTON HWY, LOUISVILLE, KY 40219"
Speedway,"4900 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJm2D7-EMJaYgRWmZ8pJ8anQE,"4900 OUTER LOOP, LOUISVILLE, KY 40219",75,"4900 OUTER LOOP, LOUISVILLE, KY 40219"
Speedway,"8325 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJuzxvvDUJaYgRk_YIJ2rYg1M,"8325 PRESTON HWY, LOUISVILLE, KY 40219",76,"8325 PRESTON HWY, LOUISVILLE, KY 40219"
Speedway,"7002 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219, USA",ChIJqW3thRUJaYgRD1dZbeDdRAM,"7002 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",80,"7002 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Circle K,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228, USA",ChIJYf-Na9wLaYgRp5LUCWaQYfA,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",80,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Thorntons,"7101 GREENRIDGE FARM DR, LOUISVILLE, KY 40219, USA",ChIJ68eauhELaYgRhAGDsqmbVxI,"7101 GREENRIDGE FARM DR, LOUISVILLE, KY 40219",81,"7101 GREENRIDGE FARM DR, LOUISVILLE, KY 40219"
Barrels & Bottles LLC,"8200 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJGZNfOssPaYgRPIhgqLnJ3BM,"8200 PRESTON HWY, LOUISVILLE, KY 40219",76,"8200 PRESTON HWY, LOUISVILLE, KY 40219"
Kroger Fuel Center,"4501 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJXY2Ff04JaYgRJDc6prFj9FU,"4501 OUTER LOOP, LOUISVILLE, KY 40219",75,"4501 OUTER LOOP, LOUISVILLE, KY 40219"
REAL DEAL / J Food Mart,"8506 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219, USA",ChIJvVrO2j0JaYgRjQ44iiRG144,"8506 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",80,"8506 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Jay's Food Mart,"5370 RANGELAND RD, LOUISVILLE, KY 40219, USA",ChIJK_RZ6cILaYgRmtAP9SAQuEU,"5370 RANGELAND RD, LOUISVILLE, KY 40219",77,"5370 RANGELAND RD, LOUISVILLE, KY 40219"
Tienda Guatemalteca La Bendición,"8102 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJBVbaIAAPaYgRks7_4nwAvZg,"8010 PRESTON HWY, LOUISVILLE, KY 40219",72,"8010 PRESTON HWY, LOUISVILLE, KY 40219"
Dollar General,"5501 CLEARWATER FARM BLVD, LOUISVILLE, KY 40228, USA",ChIJlcREB98LaYgRCNVHcUnzDzU,"5501 CLEARWATER FARM BLVD, LOUISVILLE, KY 40219",76,"5501 CLEARWATER FARM BLVD, LOUISVILLE, KY 40219"
Dollar General,"8641 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJSeplQTQJaYgR2J8tuKVrarY,"8641 PRESTON HWY, LOUISVILLE, KY 40219",76,"8641 PRESTON HWY, LOUISVILLE, KY 40219"
Walgreens,"4310 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJZ7e3bkwJaYgRYBZUCAkfn84,"4310 OUTER LOOP, LOUISVILLE, KY 40219",75,"4310 OUTER LOOP, LOUISVILLE, KY 40219"
CVS,"4101 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJAab6ou0JaYgRKZM0qWeeWbw,"4120 OUTER LOOP, LOUISVILLE, KY 40219",71,"4120 OUTER LOOP, LOUISVILLE, KY 40219"
Kroger,"4501 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJVb_3hk4JaYgRiHOvcK77DEU,"4501 OUTER LOOP, LOUISVILLE, KY 40219",75,"4501 OUTER LOOP, LOUISVILLE, KY 40219"
Moeskies Liquor II,"8506 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJZxkMT4cJaYgRJSQxYEEAFN0,"8506 PRESTON HWY, LOUISVILLE, KY 40219",76,"8506 PRESTON HWY, LOUISVILLE, KY 40219"
Moeskie Liquor Store,"5046 POPLAR LEVEL RD, LOUISVILLE, KY 40219, USA",ChIJp3rUVvcLaYgRBfgfHiLVlQo,"5046 POPLAR LEVEL RD, LOUISVILLE, KY 40219",79,"5046 POPLAR LEVEL RD, LOUISVILLE, KY 40219"
Scores,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228, USA",ChIJZWkE32EJaYgRvBb8dvgKmtE,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",80,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Kroger Liquor Store,"4501B OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJobMizzUJaYgRKl2vgCejnk4,"4501 OUTER LOOP, LOUISVILLE, KY 40219",74,"4501 OUTER LOOP, LOUISVILLE, KY 40219"
Jefferson Commons,"4901 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJY_Q6b0IJaYgRHNbmo2lYMwE,"4900 OUTER LOOP, LOUISVILLE, KY 40219",71,"4900 OUTER LOOP, LOUISVILLE, KY 40219"
CVS Pharmacy,"7311 JEFFERSON BLVD, LOUISVILLE, KY 40219, USA",ChIJJ5gRaFoJaYgR2LSXj-wUYkM,"9101 GALENE DR, JEFFERSONTOWN, KY 40299",61,"9101 GALENE DR, JEFFERSONTOWN, KY 40299"
