Google Place Name,Google Address,Google Place ID,ArcGIS Best Match,Match Score,Matched Street Name
Walgreens Pharmacy,"4310 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJ41V3DEwJaYgRMyDEDI7kFMM,"4310 OUTER LOOP, LOUISVILLE, KY 40219",75,"4310 OUTER LOOP, LOUISVILLE, KY 40219"
"John W. Reed Jr, R","7311 JEFFERSON BLVD, LOUISVILLE, KY 40219, USA",ChIJJ5gRaFoJaYgRwGeK6KCPSFY,"9101 GALENE DR, JEFFERSONTOWN, KY 40299",61,"9101 GALENE DR, JEFFERSONTOWN, KY 40299"
Kroger Pharmacy,"4501 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJVb_3hk4JaYgR8srFZUtFwKE,"4501 OUTER LOOP, LOUISVILLE, KY 40219",75,"4501 OUTER LOOP, LOUISVILLE, KY 40219"
Walmart Pharmacy,"4840 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJsfAhMUQJaYgRAYh5K-UVLTY,"4120 OUTER LOOP, LOUISVILLE, KY 40219",68,"4120 OUTER LOOP, LOUISVILLE, KY 40219"
CVS Pharmacy,"4101 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJ32UarU0JaYgRid90pVI6kME,"4120 OUTER LOOP, LOUISVILLE, KY 40219",71,"4120 OUTER LOOP, LOUISVILLE, KY 40219"
St. Matthews Pharmacy,"5724 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJ76TeBnsJaYgRa0XSgdY2UZc,"5702 OUTER LOOP, LOUISVILLE, KY 40219",71,"5702 OUTER LOOP, LOUISVILLE, KY 40219"
KabaFusion,"5694 SHEPHERDSVILLE RD, LOUISVILLE, KY 40218, USA",ChIJU1RaccMLaYgRUMnJ4TDh42M,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",71,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
COVID-19 Drive-Thru Testing at Walgreens,"4310 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJxxhaKjUJaYgRyAcYcIxBHmc,"4310 OUTER LOOP, LOUISVILLE, KY 40219",75,"4310 OUTER LOOP, LOUISVILLE, KY 40219"
Smiley Smokes,"7813 BEULAH CHURCH RD UNIT 107, LOUISVILLE, KY 40228, USA",ChIJReBZmYEJaYgRXhoz3XAmxyM,"7813 BEULAH CHURCH RD, 107, LOUISVILLE, KY 40228",79,"7813 BEULAH CHURCH RD, 107, LOUISVILLE, KY 40228"
Smokers Choice,"7920 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJNdSU0JwJaYgRJ-oio6ZcUQ0,"7920 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7920 FEGENBUSH LN, LOUISVILLE, KY 40228"
J R Cigarette Outlet,"6720 OUTER LOOP, LOUISVILLE, KY 40228, USA",ChIJj66lUZoJaYgR3P8pA3iDgbU,"6720 OUTER LOOP, LOUISVILLE, KY 40228",75,"6720 OUTER LOOP, LOUISVILLE, KY 40228"
Vapor Lab,"6712 OUTER LOOP, LOUISVILLE, KY 40228, USA",ChIJV8QwUpoJaYgRYjGOgbvImwM,"6712 OUTER LOOP, LOUISVILLE, KY 40228",75,"6712 OUTER LOOP, LOUISVILLE, KY 40228"
Shell,"6101 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJk7c-bRQLaYgRjN1ha8oHmAM,"4310 NE FEGENBUSH LN, BLDG, 40228",78,"4310 NE FEGENBUSH LN, BLDG, 40228"
Marathon Gas,"7201 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJJ9KG-IsJaYgR6IZ_iqWbWL0,"7201 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7201 FEGENBUSH LN, LOUISVILLE, KY 40228"
Speedway,"7933 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJZ9-Cr-8JaYgRXgq4KflcG_s,"7933 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7933 FEGENBUSH LN, LOUISVILLE, KY 40228"
Circle K,"7201 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJ3QieD4wJaYgR18Ecokhk6MA,"7201 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7201 FEGENBUSH LN, LOUISVILLE, KY 40228"
Gas-N-Go,"6101 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJ3y4tF5MLaYgRiyfe1Ksd-4Q,"4310 NE FEGENBUSH LN, BLDG, 40228",78,"4310 NE FEGENBUSH LN, BLDG, 40228"
Jr's Mini Mart & Gifts,"6720 OUTER LOOP, LOUISVILLE, KY 40228, USA",ChIJp-o3UJoJaYgRTA6xegRS3nY,"6720 OUTER LOOP, LOUISVILLE, KY 40228",75,"6720 OUTER LOOP, LOUISVILLE, KY 40228"
Dollar General,"7701 SMYRNA PKWY, LOUISVILLE, KY 40228, USA",ChIJUe574ewJaYgRlI26UCylc2I,"9409 SMYRNA PARKWAY, 40229",77,"9409 SMYRNA PARKWAY, 40229"
Nepali A to Z Food Mart,"7105 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJWdvuQhQJaYgRm7NWcv9xDjU,"4310 NE FEGENBUSH LN, BLDG, 40228",78,"4310 NE FEGENBUSH LN, BLDG, 40228"
Price Less Foods,"7813 BEULAH CHURCH RD, LOUISVILLE, KY 40228, USA",ChIJrzKW9OUJaYgRlEEiAdYNMz8,"7813 BEULAH CHURCH RD,",88,"7813 BEULAH CHURCH RD,"
Speedy Cafe,"7933 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJGzIYxG4JaYgRhp0e0SP5ZeM,"7933 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7933 FEGENBUSH LN, LOUISVILLE, KY 40228"
Valu Market Outer Loop Plaza,"7519 OUTER LOOP, LOUISVILLE, KY 40228, USA",ChIJJ6Mhn-0JaYgRkV9TNntDtKw,"7519 OUTER LOOP, LOUISVILLE, KY 40228",75,"7519 OUTER LOOP, LOUISVILLE, KY 40228"
Walgreens,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJLYDkae4JaYgR4PT8alAyDB8,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228"
Hi View Liquors INC,"7916 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJU8wUUe4JaYgR5pTlQJ_eY9c,"7916 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7916 FEGENBUSH LN, LOUISVILLE, KY 40228"
Happy Liquors,"7813 BEULAH CHURCH RD #104, LOUISVILLE, KY 40228, USA",ChIJD8CkW-8JaYgRmlkAcT6TRCQ,"7813 BEULAH CHURCH RD,",81,"7813 BEULAH CHURCH RD,"
Capstone Liquors,"6101 FEGENBUSH LN SUITE D, LOUISVILLE, KY 40228, USA",ChIJGSDP-OQLaYgR6u6DSn7NB_g,"4310 NE FEGENBUSH LN, BLDG, 40228",81,"4310 NE FEGENBUSH LN, BLDG, 40228"
ValuMarket Pharmacy Outer Loop,"7519 OUTER LOOP, LOUISVILLE, KY 40228, USA",ChIJB_d74ewJaYgRHonyqNEXIvA,"7519 OUTER LOOP, LOUISVILLE, KY 40228",75,"7519 OUTER LOOP, LOUISVILLE, KY 40228"
Walgreens Pharmacy,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJ49wYau4JaYgRAUTkol4lmCg,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228"
"Karen B. Altsman, RPH","7519 OUTER LOOP, LOUISVILLE, KY 40228, USA",ChIJB_d74ewJaYgRvVhx9MEjHnY,"7519 OUTER LOOP, LOUISVILLE, KY 40228",75,"7519 OUTER LOOP, LOUISVILLE, KY 40228"
COVID-19 Drive-Thru Testing at Walgreens,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228, USA",ChIJJykXau4JaYgRb5nW5Q4B8pA,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228",77,"7914 FEGENBUSH LN, LOUISVILLE, KY 40228"
Happy Smoker,"6306 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJj9AAT8KhaYgRQikBxRzq8OA,"6306 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6306 BARDSTOWN RD, LOUISVILLE, KY 40291"
Fox smoke shop,"5715 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJMcFeDQChaYgRrJ4UjOUr7xs,"5715 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"5715 BARDSTOWN RD, LOUISVILLE, KY 40291"
Kure CBD & Vape,"5615 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJE32SoqagaYgROooWmO6a5Ew,"5615 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"5615 BARDSTOWN RD, LOUISVILLE, KY 40291"
Circle K,"7951 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJv3Edlz6naYgRDMRTk821sE8,"7951 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"7951 BARDSTOWN RD, LOUISVILLE, KY 40291"
Thorntons,"7920 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJDXqR4j6naYgROjpYtn0w2mQ,"7920 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"7920 BARDSTOWN RD, LOUISVILLE, KY 40291"
Speedway,"5510 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJqZpSSqegaYgRhP13v0BqUys,"5510 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"5510 BARDSTOWN RD, LOUISVILLE, KY 40291"
Circle K,"6325 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJWbGFz7OgaYgRIqQMKX-K7T4,"6325 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6325 BARDSTOWN RD, LOUISVILLE, KY 40291"
Shell,"5502 BILLTOWN RD, LOUISVILLE, KY 40299, USA",ChIJY4huDgChaYgRBjw1Ko2NHbw,"5502 BILLTOWN RD, 40299",100,"5502 BILLTOWN RD, 40299"
Kroger Fuel Center,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJafzZaEynaYgR0rBhJRyB5ZI,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291"
Murphy USA,"7100 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291, USA",ChIJa49-YEmnaYgR-HH-kQTtanM,"7100 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291",81,"7100 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291"
Sunoco Speedy Mart # 169,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJx63St7GgaYgRTCZhzp9BlDk,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291"
Crossroads,"5502 BILLTOWN RD, LOUISVILLE, KY 40299, USA",ChIJp7m5gNygaYgRabjQCv1VO2I,"5502 BILLTOWN RD, 40299",100,"5502 BILLTOWN RD, 40299"
Kamco Oil Speedy Mart,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJ7wonz7GgaYgRjVIPwMdJxR4,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291"
Kroger,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJ91_8b0ynaYgRWvJq_t-qFrc,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291"
Crossroads IGA Supermarket - Louiseville KY,"5502 BILLTOWN RD, LOUISVILLE, KY 40299, USA",ChIJuS3Oh9ygaYgRAd8ngYH2TJ8,"5502 BILLTOWN RD, 40299",100,"5502 BILLTOWN RD, 40299"
Jeff's Donuts,"6405 BARDSTOWN RD UNIT A, LOUISVILLE, KY 40291, USA",ChIJ5ddecqyhaYgRS_99QP1qH9w,"1029 BARDSTOWN RD, UNIT A, 40204",87,"1029 BARDSTOWN RD, UNIT A, 40204"
Walgreens,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJNSdsSLOgaYgRS_YWpUIDKf4,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291"
Valvoline Instant Oil Change,"7150 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291, USA",ChIJJQel30unaYgRPsE1DqFx3FA,"7100 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291",78,"7100 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291"
Cedar Springs Shopping Center,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJyX9oh0ynaYgRfYFgre9PHCU,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291"
CVS,"6109 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJdUWwyrGgaYgRkWqWL23LTO4,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291",73,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291"
Liquor Palace,"6752 BARDSTOWN RD #3048, LOUISVILLE, KY 40291, USA",ChIJdV3sqkynaYgR8nqApz4rTVI,"6752 BARDSTOWN RD, LOUISVILLE, KY 40291",71,"6752 BARDSTOWN RD, LOUISVILLE, KY 40291"
Evergreen Liquors,"5623 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJ627fm6agaYgRyUDz7B7Laxw,"5623 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"5623 BARDSTOWN RD, LOUISVILLE, KY 40291"
Kroger Liquor Store,"6910 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJh0a16dSnaYgR9HZE_urxLFM,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291",73,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291"
Walgreens Pharmacy,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJ48UlSLOgaYgRKdxEeCZMfI8,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291"
CVS Pharmacy,"6109 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJhQ_QTLCgaYgRNUmzZ5jsOjc,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291",73,"6102 BARDSTOWN RD, LOUISVILLE, KY 40291"
Kroger Pharmacy,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJ91_8b0ynaYgRc6y8iVyQ01A,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6900 BARDSTOWN RD, LOUISVILLE, KY 40291"
Walmart Pharmacy,"7101 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291, USA",ChIJO44iNkmnaYgRtySV-R52mBQ,"7100 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291",78,"7100 CEDAR SPRINGS BLVD, LOUISVILLE, KY 40291"
Cialis Causa Dependencia,"5640 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJn8ILeaagaYgRhLXVfhPmWDM,"1029 BARDSTOWN RD, UNIT A, 40204",72,"1029 BARDSTOWN RD, UNIT A, 40204"
COVID-19 Drive-Thru Testing at Walgreens,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291, USA",ChIJmUQ-SLOgaYgRVHd6ibhslb4,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291",77,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291"
A-Plus Shacklette's Computer Repair,"11519 SHAFFER FARMS LN, LOUISVILLE, KY 40291, USA",ChIJKxMW-7OhaYgR1rls4eyeyT4,"2121 CRUMS LN, SHIVELY, KY 40216",62,"2121 CRUMS LN, SHIVELY, KY 40216"
C & J Deer Processing & Taxidermy Service,"6820 OLD HEADY RD, LOUISVILLE, KY 40299, USA",ChIJh-ig4IWkaYgR_lA_qRSfOho,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291",60,"6620 BARDSTOWN RD, LOUISVILLE, KY 40291"
FiveStar,"9501 CANE RUN RD, LOUISVILLE, KY 40258, USA",ChIJhZQizqwXaYgRateR9ozSnoo,"4350 CANE RUN RD,",79,"4350 CANE RUN RD,"
INFINITY SMOKE SHOP & VAPE - MR FOG,"5425 VALLEY STATION RD, LOUISVILLE, KY 40272, USA",ChIJkRNd0C9taYgRPlryxGAYrVE,"5425 VALLEY STATION RD, LOUISVILLE, KY 40272",80,"5425 VALLEY STATION RD, LOUISVILLE, KY 40272"
VALLEY LIQUORS Express and Smoke Shopp,"5427 VALLEY STATION RD, LOUISVILLE, KY 40272, USA",ChIJFdyC4ZsXaYgRmcmj74zsVwo,"5427 VALLEY STATION RD, LOUISVILLE, KY 40272",80,"5427 VALLEY STATION RD, LOUISVILLE, KY 40272"
J&J smoke shop,"10611 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ48qqH3UXaYgReu2r2OfPOlo,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Up-N-Smoke,"10021 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ--8iCiMXaYgRHlyxOzVnGjA,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Thorntons,"11700 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJmaR8hXoXaYgRPfiUbBYWapY,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Circle K,"9200 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJG6S4H9cWaYgRqCzznWPx_qY,"9200 DIXIE HWY, LOUISVILLE, KY 40272",74,"9200 DIXIE HWY, LOUISVILLE, KY 40272"
Circle K,"5414 VALLEY STATION RD, LOUISVILLE, KY 40272, USA",ChIJQesQrjwXaYgRuODsRxot7mM,"5414 VALLEY STATION RD, LOUISVILLE, KY 40272",80,"5414 VALLEY STATION RD, LOUISVILLE, KY 40272"
Circle K,"10642 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJu4a7hzgXaYgRSnDBa80HJlo,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Circle k,"10642 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ612W7pwXaYgRCVgaQGCRA44,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Kroger Fuel Center,"10649 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJZ_iLcBUXaYgRXhFdSsMiFuo,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Marathon Gas,"10501 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ5-BB-IEXaYgRwB6fVPAa16g,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Meijer Express Gas Station,"9901 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJBcpN1SUXaYgRu4hXmDpihZc,"9901 DIXIE HWY, LOUISVILLE, KY 40272",74,"9901 DIXIE HWY, LOUISVILLE, KY 40272"
Circle k,"5414 VALLEY STATION RD, LOUISVILLE, KY 40272, USA",ChIJU3AM6qcXaYgRXI6btN6hL8g,"5414 VALLEY STATION RD, LOUISVILLE, KY 40272",80,"5414 VALLEY STATION RD, LOUISVILLE, KY 40272"
Dixie gas,"10501 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJyRq8-jgXaYgRC-qk4bJQ2Qo,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Grab & Go Dixie,"10501 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJkW20AhYXaYgRui-IDBo7b4c,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Tractor Supply Co.,"10713 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ0SagOBUXaYgRvGKyBIKeOtw,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Meijer,"9905 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJuUGNvSYXaYgRXGMyvTM0xEg,"10986 DIXIE HWY, 40272",73,"10986 DIXIE HWY, 40272"
Walmart valley station dixie hwy,"LOUISVILLE, KY 40272, USA",ChIJxcimwx4XaYgRAs5mmEQ0uuE,"712 BRENT ST, LOUISVILLE, KY 40204",76,"712 BRENT ST, LOUISVILLE, KY 40204"
Valley Fast Mart,"6306 JOHNSONTOWN RD, LOUISVILLE, KY 40272, USA",ChIJkboO5g4XaYgRu3Pl6Rux4eo,"6306 JOHNSONTOWN RD, LOUISVILLE, KY 40272",78,"6306 JOHNSONTOWN RD, LOUISVILLE, KY 40272"
Price Less Foods,"10986 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ_wNBZmwXaYgR7p5rA9SD4dU,"10986 DIXIE HWY, 40272",100,"10986 DIXIE HWY, 40272"
Dollar Tree,"10309 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ5947QD0XaYgR1IU40cN8y28,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Kroger,"10645 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJo0jucxUXaYgRQQz1f8TpI8I,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Kroger Liquor Store,"10641 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJwVWjWOsXaYgRwVj3wU8hOBk,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Kroger Pharmacy,"10645 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJo0jucxUXaYgRfnb4ueYapJI,"10986 DIXIE HWY, 40272",90,"10986 DIXIE HWY, 40272"
Meijer Pharmacy,"9905 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJuUGNvSYXaYgR5k9Zoc4LFCI,"10986 DIXIE HWY, 40272",73,"10986 DIXIE HWY, 40272"
Walgreens,"10201 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJRaKv1iIXaYgRaywd0shhO-4,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Walmart Pharmacy,"10445 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ6TACJxYXaYgR--XS8Gz8Css,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
COVID-19 Drive-Thru Testing at Walgreens,"10201 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ3XySSmAXaYgRcFQjvXzzo2w,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Walmart Supercenter,"10445 DIXIE HWY, LOUISVILLE, KY 40272, USA",ChIJ6TACJxYXaYgRH3PDGXwXmos,"10986 DIXIE HWY, 40272",86,"10986 DIXIE HWY, 40272"
Circle K,"9737 OLD, 9737 3RD STREET RD, LOUISVILLE, KY 40272, USA",ChIJd9dDTkl5aYgRheUw5Wri3O0,"9737 3RD STREET RD, LOUISVILLE, KY 40272",79,"9737 3RD STREET RD, LOUISVILLE, KY 40272"
Liquor Barrel,"8809 3RD STREET RD, LOUISVILLE, KY 40272, USA",ChIJqYi09wERaYgRO5SiFwwKECc,"8809 3RD STREET RD, LOUISVILLE, KY 40272",77,"8809 3RD STREET RD, LOUISVILLE, KY 40272"
Shell,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272, USA",ChIJbT94rTwXaYgRz3oJFEAFgXM,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272",79,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272"
Shell,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272, USA",ChIJp5a-N9IRaYgRFrOqoFQib3c,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272",79,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272"
Rhythm Food Mart ( ATM ),"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272, USA",ChIJB0faPV-faYgRzJzJPfDHdEw,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272",79,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272"
Rhythm Food Mart,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272, USA",ChIJ2dMIFCoRaYgR71w7lJePl14,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272",79,"801 VALLEY COLLEGE DR, LOUISVILLE, KY 40272"
Family Dollar,"701 VALLEY COLLEGE DR, LOUISVILLE, KY 40272, USA",ChIJH0-VycURaYgR1Yq2okcSZII,"701 VALLEY COLLEGE DR, LOUISVILLE, KY 40272",79,"701 VALLEY COLLEGE DR, LOUISVILLE, KY 40272"
Graf's One Stop Super Saver,"3905 E PAGES LN, LOUISVILLE, KY 40272, USA",ChIJ1VJtmtgQaYgR3NipR9blXzo,"3905 E PAGES LN, LOUISVILLE, KY 40272",75,"3905 E PAGES LN, LOUISVILLE, KY 40272"
Qol Meds,"9702 STONESTREET RD, LOUISVILLE, KY 40272, USA",ChIJN3jZG9cQaYgRfJfRbBhoDkc,"9240 WESPORT RD, 40242",65,"9240 WESPORT RD, 40242"
Cox's Variety & Pharmacy,"9843 3RD STREET RD, LOUISVILLE, KY 40272, USA",ChIJ0Zqv-9kQaYgRPPN-85UIAXo,"9843 3RD STREET RD, LOUISVILLE, KY 40272",77,"9843 3RD STREET RD, LOUISVILLE, KY 40272"
Circle K,"8320 3RD STREET RD, LOUISVILLE, KY 40214, USA",ChIJXTkxQakRaYgR7oI9mwiWcfo,"8320 3RD STREET RD, LOUISVILLE, KY 40214",77,"8320 3RD STREET RD, LOUISVILLE, KY 40214"
Dollar General,"8715 3RD STREET RD, LOUISVILLE, KY 40272, USA",ChIJz6pdxQERaYgRglgRH1i8JxE,"8715 3RD STREET RD, LOUISVILLE, KY 40272",77,"8715 3RD STREET RD, LOUISVILLE, KY 40272"
Dollar General,"10608 W MANSLICK RD, LOUISVILLE, KY 40272, USA",ChIJ60F9ttYPaYgRr6OFFNeR8aQ,"10608 W MANSLICK RD, LOUISVILLE, KY 40118",69,"10608 W MANSLICK RD, LOUISVILLE, KY 40118"
Shell,"9110 BLUE LICK RD, LOUISVILLE, KY 40219, USA",ChIJnznTHNQOaYgRYtj5Pum7RVg,"9110 BLUE LICK RD, LOUISVILLE, KY 40219",77,"9110 BLUE LICK RD, LOUISVILLE, KY 40219"
Circle K,"9110 BLUE LICK RD, LOUISVILLE, KY 40216, USA",ChIJuWTD_9MOaYgRsZi0PukOHfA,"9110 BLUE LICK RD, LOUISVILLE, KY 40219",73,"9110 BLUE LICK RD, LOUISVILLE, KY 40219"
Kentucky Petroleum Supplied,"10231 BLUE LICK RD, LOUISVILLE, KY 40229, USA",ChIJIddFPjoPaYgReEaPzRmlxkE,"10231 BLUE LICK RD, LOUISVILLE, KY 40229",77,"10231 BLUE LICK RD, LOUISVILLE, KY 40229"
Sidnay Speedy Mart,"10231 BLUE LICK RD, LOUISVILLE, KY 40229, USA",ChIJcyq8FToPaYgRxVGbaIJ_3lI,"10231 BLUE LICK RD, LOUISVILLE, KY 40229",77,"10231 BLUE LICK RD, LOUISVILLE, KY 40229"
Dollar General,"9308 BLUE LICK RD, LOUISVILLE, KY 40229, USA",ChIJTwUmJtQOaYgR8i8me8KZrfw,"9308 BLUE LICK RD, LOUISVILLE, KY 40229",77,"9308 BLUE LICK RD, LOUISVILLE, KY 40229"
Pic Pac Supermarket,"9304 BLUE LICK RD, LOUISVILLE, KY 40229, USA",ChIJ-VElJtQOaYgRGwkZK8VFpKM,"9304 BLUE LICK RD, LOUISVILLE, KY 40229",77,"9304 BLUE LICK RD, LOUISVILLE, KY 40229"
