Google Place Name,Google Address,Google Place ID,lat,long,ArcGIS Best Match,Match Score,Matched Street Name
Thorntons,"4500 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJm7gqwIcNaYgRiPsf3XKs9No,38.1888989,-85.7656322,"4450 S 3RD ST, LOUISVILLE, KY 40214",69,"4450 S 3RD ST, LOUISVILLE, KY 40214"
Shell,"4347 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJlaSjI4cNaYgR46tNwC0Pogo,38.191874999999996,-85.76455399999999,"4347 S 3RD ST, LOUISVILLE, KY 40214",73,"4347 S 3RD ST, LOUISVILLE, KY 40214"
Kamco Oil Speedy Mart,"401 WINKLER AVE, LOUISVILLE, KY 40208, USA",ChIJ96PF7mINaYgRPaD-L23FtQE,38.2106808,-85.7650748,"401 WINKLER AVE, LOUISVILLE, KY 40208",75,"401 WINKLER AVE, LOUISVILLE, KY 40208"
Kroger Fuel Center,"3137 S 3RD ST, LOUISVILLE, KY 40208, USA",ChIJJYFUTHkNaYgR4CPGlb_nLv8,38.2037723,-85.7636976,"3137 S 3RD ST, LOUISVILLE, KY 40214",65,"3137 S 3RD ST, LOUISVILLE, KY 40214"
Shell,"4309 CRITTENDEN DR, LOUISVILLE, KY 40209, USA",ChIJFQ8Ou54NaYgRuVmMlH195AY,38.1933698,-85.75070509999999,"4309 CRITTENDEN DR, LOUISVILLE, KY 40209",77,"4309 CRITTENDEN DR, LOUISVILLE, KY 40209"
Cardinal market and slots,"401 WINKLER AVE, LOUISVILLE, KY 40208, USA",ChIJgxpnw98NaYgRyk6MPx-cuX4,38.210686599999995,-85.76507339999999,"401 WINKLER AVE, LOUISVILLE, KY 40208",75,"401 WINKLER AVE, LOUISVILLE, KY 40208"
Food Mart,"4309 CRITTENDEN DR, LOUISVILLE, KY 40209, USA",ChIJXbmZvJ4NaYgRuG5bQc0kbWY,38.1934775,-85.7505484,"4309 CRITTENDEN DR, LOUISVILLE, KY 40209",77,"4309 CRITTENDEN DR, LOUISVILLE, KY 40209"
4th & Central Liquor's & Smoke,"3004 S 4TH ST, LOUISVILLE, KY 40208, USA",ChIJPZGenX0NaYgRxoD06iGwNsk,38.206147,-85.76601769999999,"3004 S 4TH ST, LOUISVILLE, KY 40208",73,"3004 S 4TH ST, LOUISVILLE, KY 40208"
Babylon Mrkt/ N&M Smokes Two,"3027 S 4TH ST SUITES B, LOUISVILLE, KY 40208, USA",ChIJiTo1RQANaYgRxUEra0quToM,38.2054318,-85.7650407,"3004 S 4TH ST, LOUISVILLE, KY 40208",66,"3004 S 4TH ST, LOUISVILLE, KY 40208"
Drive Thru,"LOUISVILLE, KY 40214, USA",ChIJq_sRvIcNaYgRgUb4Cp0m6Fw,38.1894157,-85.7651044,"524 N 35TH ST, LOUISVILLE, KY 40212",75,"524 N 35TH ST, LOUISVILLE, KY 40212"
Dollar General,"2701 S 4TH ST, LOUISVILLE, KY 40208, USA",ChIJ9Yd4IGMNaYgRTDkhyuz64vk,38.209977599999995,-85.7638676,"2701 S 4TH ST, LOUISVILLE, KY 40208",73,"2701 S 4TH ST, LOUISVILLE, KY 40208"
The General Auto Insurance,"2622 S 4TH ST, LOUISVILLE, KY 40208, USA",ChIJEdfU7CMNaYgRisJOovkDqQU,38.2108171,-85.7648229,"2633 S 4TH ST, LOUISVILLE, KY 40208",65,"2633 S 4TH ST, LOUISVILLE, KY 40208"
Jim And Joes ( JJ LIQUOR ),"601 WINKLER AVE, LOUISVILLE, KY 40208, USA",ChIJI3CPEp0SaYgRmWAcMic_Mnw,38.2109331,-85.76820049999999,"601 WINKLER AVE, LOUISVILLE, KY 40208",75,"601 WINKLER AVE, LOUISVILLE, KY 40208"
Algonquin Drive-In Liquors,"703 ALGONQUIN PKWY, LOUISVILLE, KY 40208, USA",ChIJrQ1G-ZwSaYgRJdoR97YHrc4,38.2119764,-85.7698386,"703 ALGONQUIN PKY, LOUISVILLE, KY 40208",75,"703 ALGONQUIN PKY, LOUISVILLE, KY 40208"
Sissy's Liquors,"3947 S 5TH ST, LOUISVILLE, KY 40214, USA",ChIJ9zZXvn8SaYgRDPzjGDnBmGI,38.1968318,-85.76822159999999,"3947 S 5TH ST, LOUISVILLE, KY 40214",73,"3947 S 5TH ST, LOUISVILLE, KY 40214"
Beverage Liquors,"4450 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJDx4KvYcNaYgRwvmPikkIJY8,38.1894071,-85.7650946,"4450 S 3RD ST, LOUISVILLE, KY 40214",73,"4450 S 3RD ST, LOUISVILLE, KY 40214"
Kroger Pharmacy,"3165 S 2ND ST, LOUISVILLE, KY 40208, USA",ChIJj9wo94ANaYgRAyik4w1u4pQ,38.2025572,-85.7613614,"3165 S 2ND ST, LOUISVILLE, KY 40208",73,"3165 S 2ND ST, LOUISVILLE, KY 40208"
Kroger Pharmacy,"4211 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJj9wo94ANaYgRZI99bomHWVA,38.1949711,-85.7645926,"4211 S 3RD ST, LOUISVILLE, KY 40214",73,"4211 S 3RD ST, LOUISVILLE, KY 40214"
Kroger,"3165 S 2ND ST, LOUISVILLE, KY 40208, USA",ChIJj9wo94ANaYgRuuqaGMZj9MA,38.2025849,-85.7613624,"3165 S 2ND ST, LOUISVILLE, KY 40208",73,"3165 S 2ND ST, LOUISVILLE, KY 40208"
Wagner's Pharmacy,"3113 S 4TH ST, LOUISVILLE, KY 40214, USA",ChIJi2yW630NaYgRq_DKETdiook,38.2045247,-85.7655079,"3632 S 7TH STREET RD, BLDG, 40216",60,"3632 S 7TH STREET RD, BLDG, 40216"
Kroger,"4211 S 3RD ST, LOUISVILLE, KY 40214, USA",ChIJj9wo94ANaYgRnVtx_wJwPgY,38.1949549,-85.764631,"4211 S 3RD ST, LOUISVILLE, KY 40214",73,"4211 S 3RD ST, LOUISVILLE, KY 40214"
Crown Smoke Shop,"3210 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJNWgO4QUNaYgR1zXVtyUHwFY,38.2021953,-85.7348274,"3210 PRESTON HWY, LOUISVILLE, KY 40213",76,"3210 PRESTON HWY, LOUISVILLE, KY 40213"
Tobacco House,"2911 PRESTON HWY A, LOUISVILLE, KY 40217, USA",ChIJadGDKBANaYgRupVMD8hRwO4,38.2078905,-85.7379607,"2911 PRESTON HWY, LOUISVILLE, KY 40217",73,"2911 PRESTON HWY, LOUISVILLE, KY 40217"
Nick's Smoke Shop,"4017 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJbQYRRhYNaYgRWrENmrKEtys,38.194398799999995,-85.7290788,"4017 PRESTON HWY, LOUISVILLE, KY 40213",76,"4017 PRESTON HWY, LOUISVILLE, KY 40213"
Thorntons,"3320 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJlQ7P-AYNaYgRiwDUrlFgusY,38.199486,-85.73348,"3320 PRESTON HWY, LOUISVILLE, KY 40213",76,"3320 PRESTON HWY, LOUISVILLE, KY 40213"
Sunoco,"3130 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJvSTHC-QMaYgRN8tUb9EgODg,38.211315,-85.72032159999999,"3130 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"3130 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Dollar Tree,"2929 PRESTON HWY, LOUISVILLE, KY 40217, USA",ChIJS1A8Lz8NaYgRoDU8xFnz_hU,38.2072679,-85.73728679999999,"2911 PRESTON HWY, LOUISVILLE, KY 40217",69,"2911 PRESTON HWY, LOUISVILLE, KY 40217"
CVS,"3229 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJrS7XteUMaYgRbpCpQhLP1Ow,38.210972,-85.7170168,"3519 POPLAR LEVEL RD, LOUISVILLE, KY 40213",73,"3519 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
ALDI,"3442 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJt8_fKKoNaYgRoJukjvbQiOw,38.194908,-85.7308932,"4002 PRESTON HWY, LOUISVILLE, KY 40213",69,"4002 PRESTON HWY, LOUISVILLE, KY 40213"
Liquor Island,"2703 PRESTON HWY, LOUISVILLE, KY 40217, USA",ChIJ85qhbRENaYgRz_jvhBRD72k,38.2112621,-85.7399212,"2703 PRESTON HWY, PARKWAY VILLAGE, KY 40217",70,"2703 PRESTON HWY, PARKWAY VILLAGE, KY 40217"
Liquor Castle,"4002 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJG78NM6oNaYgROo_-dXlz0fY,38.1944677,-85.7299185,"4002 PRESTON HWY, LOUISVILLE, KY 40213",76,"4002 PRESTON HWY, LOUISVILLE, KY 40213"
Louisville Liquor Store,"3318 PRESTON HWY, LOUISVILLE, KY 40213, USA",ChIJ72eH-AYNaYgRpHVWpO2qyqY,38.2000604,-85.7335602,"3318 PRESTON HWY, LOUISVILLE, KY 40213",76,"3318 PRESTON HWY, LOUISVILLE, KY 40213"
CVS Pharmacy,"3229 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJGSOluOUMaYgR74ofz-69nNY,38.2109537,-85.7170136,"3519 POPLAR LEVEL RD, LOUISVILLE, KY 40213",73,"3519 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Derb E Cigs,"3519 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJ29E0buUMaYgRXsqGaNp07mQ,38.208362099999995,-85.71539980000001,"3519 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"3519 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Speedway,"4239 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJ46TNnfUMaYgRFCpoZzIPzbA,38.1975361,-85.70739379999999,"4239 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"4239 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Kroger Fuel Center,"4013 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJ_6GRgvMMaYgRcJ3cF5hezG8,38.201484099999995,-85.70905370000001,"4013 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"4013 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Kroger,"4009 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJjbBsafQMaYgRYonjuKmmM0Y,38.2020134,-85.7077655,"4009 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"4009 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Walgreens,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJf6VmUPAMaYgR9fuMWxONTQ0,38.204717599999995,-85.71349740000001,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
DashMart LOU-1,"4350 ROBARDS LN SUITE B, LOUISVILLE, KY 40218, USA",ChIJee6p0BYNaYgRrH-Q7uOwx0M,38.195851,-85.6923757,"4950 TERRY RD, UNIT B, 40216",65,"4950 TERRY RD, UNIT B, 40216"
Public Storage,"4324 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJ4_0r7l4MaYgRmlBW0Ro_uTs,38.1928485,-85.70786079999999,"4239 POPLAR LEVEL RD, LOUISVILLE, KY 40213",73,"4239 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Scooter's Coffee,"4036 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJp80s8l4NaYgROPBG6vccr0c,38.1996026,-85.7087662,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213",73,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Planet Fitness,"4025 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJJXyK684NaYgRUyuuB0uknFo,38.2010359,-85.7070349,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213",73,"4516 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Our Place Liquors,"3808 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJf4jnUvAMaYgRUvcXBjbtK6I,38.2047703,-85.7128706,"3808 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"3808 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Walgreens Pharmacy,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJx0NvWvAMaYgRndHPwP9JabQ,38.2047251,-85.7135218,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Kroger Pharmacy,"4009 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJjbBsafQMaYgR04Ji_CU7ImQ,38.2020242,-85.70775479999999,"4009 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"4009 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Audubon Pharmacy,"3503 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJ13G1b-UMaYgRLoQW5qvVDRk,38.208852199999995,-85.71565919999999,"4013 POPLAR LEVEL RD, LOUISVILLE, KY 40213",73,"4013 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
COVID-19 Drive-Thru Testing at Walgreens,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213, USA",ChIJSTLsuJcNaYgR-vMxv8Eya5Y,38.2046918,-85.713518,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213",79,"3800 POPLAR LEVEL RD, LOUISVILLE, KY 40213"
Up-N-Smoke,"3337 NEWBURG RD, LOUISVILLE, KY 40218, USA",ChIJ69s0BX4LaYgRcQPZJr7UoBE,38.199999999999996,-85.68416669999999,"3303 NEWBURG RD, 40218",95,"3303 NEWBURG RD, 40218"
Jimmy's Smoke Shop,"2204 HEATHER LN, LOUISVILLE, KY 40218, USA",ChIJj0QIX20LaYgRjDkvPPl5eFI,38.2057839,-85.66572649999999,"2204 HEATHER LN, 40218",100,"2204 HEATHER LN, 40218"
Puff n Joy Smoke Shop,"3333 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJAwDnJWkLaYgR_L0zkmXp9bk,38.206607000000005,-85.6666752,"3333 BARDSTOWN RD, LOUISVILLE, KY 40218",77,"3333 BARDSTOWN RD, LOUISVILLE, KY 40218"
Hemp Vaping Adventure & smoke shop,"2140 OLD SHEPHERDSVILLE RD, LOUISVILLE, KY 40218, USA",ChIJM9Zt0ZYLaYgR_-3IVfSBjSE,38.197811099999996,-85.6611276,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",70,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Liquor Barn Express,"3614 BUECHEL BYPASS, LOUISVILLE, KY 40218, USA",ChIJVVVVVVkLaYgRrba9Tj_DJ58,38.1987192,-85.6638358,"3614 BUECHEL BYP, WEST BUECHEL, KY 40218",73,"3614 BUECHEL BYP, WEST BUECHEL, KY 40218"
Thorntons,"3300 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJe-jw1W0LaYgRH0cOA1TWXds,38.20763,-85.66924999999999,"3300 BARDSTOWN RD, LOUISVILLE, KY 40218",77,"3300 BARDSTOWN RD, LOUISVILLE, KY 40218"
bp,"3301 NEWBURG RD, LOUISVILLE, KY 40218, USA",ChIJdTwJG4IMaYgR3F8rS2ScvgA,38.20109,-85.685498,"3303 NEWBURG RD, 40218",95,"3303 NEWBURG RD, 40218"
Speedway,"4308 BISHOP LN, LOUISVILLE, KY 40218, USA",ChIJe2ganIEMaYgRt0xvSy_ZATM,38.1997437,-85.68641149999999,"4308 BISHOP LN, BLDG, 40218",89,"4308 BISHOP LN, BLDG, 40218"
Thorntons,"3255 BARDSTOWN RD, LOUISVILLE, KY 40205, USA",ChIJt-0iIGwLaYgR-suUtTWJMWA,38.209210399999996,-85.66908640000001,"3255 BARDSTOWN RD, LOUISVILLE, KY 40205",77,"3255 BARDSTOWN RD, LOUISVILLE, KY 40205"
Kroger Fuel Center,"2000 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJQYRe2QoLaYgRLN-8R-7xNPc,38.196906,-85.6626618,"2000 HIKES LN, WEST BUECHEL, KY 40218",70,"2000 HIKES LN, WEST BUECHEL, KY 40218"
Costco Gas Station,"3408 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJ9WW6iHELaYgRHqu9LUJ-hSc,38.2051259,-85.66685369999999,"3903 BARDSTOWN RD, LOUISVILLE, KY 40218",70,"3903 BARDSTOWN RD, LOUISVILLE, KY 40218"
Murphy USA,"2018 BASHFORD MANOR LN, LOUISVILLE, KY 40218, USA",ChIJp4GFrHYLaYgRrVnU_pmb-Ew,38.199844,-85.66962099999999,"2018 BASHFORD MANOR LN, WEST BUECHEL, KY 40218",78,"2018 BASHFORD MANOR LN, WEST BUECHEL, KY 40218"
Next Door Convenience Food Mrt,"3303 NEWBURG RD, LOUISVILLE, KY 40218, USA",ChIJwS-wA4IMaYgRp8T4wiealW8,38.2007962,-85.6851195,"3303 NEWBURG RD, 40218",100,"3303 NEWBURG RD, 40218"
Cardtronics,"6204 OLD SHEPHERDSVILLE RD, LOUISVILLE, KY 40220, USA",ChIJGQBx0XILaYgRt3EyE8scaAk,38.1957697,-85.6612814,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",81,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Envios a Cuba,"3804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40218, USA",ChIJJ6hgOgALaYgRlAk7wIwMljA,38.1965759,-85.6620902,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",66,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Party Mart,"3050 BARDSTOWN RD, LOUISVILLE, KY 40205, USA",ChIJy64H8WgLaYgRWjmhDAM5X9Y,38.2128288,-85.67376949999999,"3050 BARDSTOWN RD, LOUISVILLE, KY 40205",77,"3050 BARDSTOWN RD, LOUISVILLE, KY 40205"
Walgreens,"2021 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJwTQkDQsLaYgRWYqZK8DtsdI,38.1984364,-85.6620444,"2204 HEATHER LN, 40218",70,"2204 HEATHER LN, 40218"
Kroger,"3616 BUECHEL BYPASS, LOUISVILLE, KY 40218, USA",ChIJ3xtJcAsLaYgRkmpNs6yHINI,38.1981568,-85.6637071,"3616 BUECHEL BYP, WEST BUECHEL, KY 40218",73,"3616 BUECHEL BYP, WEST BUECHEL, KY 40218"
Bashford Manor Shops,"3616 BUECHEL BYPASS, LOUISVILLE, KY 40218, USA",ChIJV33zzJcLaYgRmtC1ieRaqn4,38.198380799999995,-85.6633224,"3616 BUECHEL BYP, WEST BUECHEL, KY 40218",73,"3616 BUECHEL BYP, WEST BUECHEL, KY 40218"
Next Door Spirit Shoppe,"3303 NEWBURG RD, LOUISVILLE, KY 40218, USA",ChIJwS-wA4IMaYgRsoSE973zLYE,38.200837199999995,-85.6851669,"3303 NEWBURG RD, 40218",100,"3303 NEWBURG RD, 40218"
Liquor World Goldsmith Ln,"2207 GOLDSMITH LN, LOUISVILLE, KY 40218, USA",ChIJpUFIaXJ1aYgRDGFQi9m72As,38.2094586,-85.6682943,"2207 GOLDSMITH LN, LOUISVILLE, KY 40218",77,"2207 GOLDSMITH LN, LOUISVILLE, KY 40218"
Costco Liquor Sale,"3408 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJvZzvh3ELaYgRSkuAem4KZx0,38.203935,-85.6689052,"3903 BARDSTOWN RD, LOUISVILLE, KY 40218",70,"3903 BARDSTOWN RD, LOUISVILLE, KY 40218"
Liquor Kings Louisville,"3333 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJA3zv0y4LaYgR3uv9L48Fex8,38.206607000000005,-85.6666752,"3333 BARDSTOWN RD, LOUISVILLE, KY 40218",77,"3333 BARDSTOWN RD, LOUISVILLE, KY 40218"
Walgreens Pharmacy,"2021 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJWSNLDQsLaYgRVxjiEFnT1jQ,38.1984158,-85.6620217,"2204 HEATHER LN, 40218",70,"2204 HEATHER LN, 40218"
CVS Pharmacy,"3600 MALL RD, LOUISVILLE, KY 40218, USA",ChIJE4fL63YLaYgROFMV-4T6Uds,38.198292599999995,-85.67125899999999,"3303 NEWBURG RD, 40218",62,"3303 NEWBURG RD, 40218"
Kroger Pharmacy,"3616 BUECHEL BYPASS, LOUISVILLE, KY 40218, USA",ChIJ3xtJcAsLaYgRzrvicRVc0kQ,38.198177099999995,-85.66367,"3616 BUECHEL BYP, WEST BUECHEL, KY 40218",73,"3616 BUECHEL BYP, WEST BUECHEL, KY 40218"
Walmart Pharmacy,"2020 BASHFORD MANOR LN, LOUISVILLE, KY 40218, USA",ChIJ_YKkcnQLaYgRk2lh72BYWfk,38.1992313,-85.6681208,"2018 BASHFORD MANOR LN, WEST BUECHEL, KY 40218",72,"2018 BASHFORD MANOR LN, WEST BUECHEL, KY 40218"
Costco Pharmacy,"3408 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJw9AEh3ELaYgRrj5T7SPEb5U,38.2032187,-85.66946399999999,"3903 BARDSTOWN RD, LOUISVILLE, KY 40218",70,"3903 BARDSTOWN RD, LOUISVILLE, KY 40218"
Bodenberg Meghan M,"2100 GARDINER LN, LOUISVILLE, KY 40205, USA",ChIJE8Cq_2ULaYgRLMl7JAZcjnM,38.2105345,-85.67394709999999,"2204 HEATHER LN, 40218",60,"2204 HEATHER LN, 40218"
Tran Hieu T,"3101 BARDSTOWN RD, LOUISVILLE, KY 40205, USA",ChIJOeH5dGkLaYgR_C2rVarFLjA,38.2119038,-85.6724826,"1029 BARDSTOWN RD, UNIT A, 40204",75,"1029 BARDSTOWN RD, UNIT A, 40204"
Sullivan University's College of Pharmacy & Health Sciences,"2100 GARDINER LN, LOUISVILLE, KY 40205, USA",ChIJU8b4_mULaYgRBssYVctxO64,38.2110147,-85.67428319999999,"2204 HEATHER LN, 40218",60,"2204 HEATHER LN, 40218"
Center for Health & Wellness at Sullivan University College of Pharmacy and Health Sciences,"2100 GARDINER LN, LOUISVILLE, KY 40205, USA",ChIJFztxp6MLaYgRZO8P8eCTNFE,38.2105329,-85.6739315,"2204 HEATHER LN, 40218",60,"2204 HEATHER LN, 40218"
COVID-19 Drive-Thru Testing at Walgreens,"2021 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJ7U0tVToLaYgRVY97WNUAxAo,38.198364399999996,-85.66203,"2204 HEATHER LN, 40218",70,"2204 HEATHER LN, 40218"
Louisville Online Vape & CBD Supply,"3411 BARDSTOWN RD 3RD FL-STE 310, LOUISVILLE, KY 40218, USA",ChIJgQlyYWsLaYgRHr6tVl9xvA0,38.2053823,-85.6659225,"3327 NW BARDSTOWN RD RD, SUITE 102, 40218",75,"3327 NW BARDSTOWN RD RD, SUITE 102, 40218"
Rainbow Blossom Highlands,"3046 BARDSTOWN RD, LOUISVILLE, KY 40205, USA",ChIJ6WRE8WgLaYgRbGlSQ413qEY,38.2129437,-85.6739358,"1029 BARDSTOWN RD, UNIT A, 40204",72,"1029 BARDSTOWN RD, UNIT A, 40204"
KLONDIKE LIQUOR AND TOBACCO,"3705 KLONDIKE LN, LOUISVILLE, KY 40218, USA",ChIJVRpn788LaYgRmePgorNupQo,38.2108537,-85.639912,"3715 KLONDIKE LN, LOUISVILLE, KY 40218",72,"3715 KLONDIKE LN, LOUISVILLE, KY 40218"
Tobacco Station Inc,"2928 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJg-6FdeEKaYgRewlR53Lln9Q,38.2105197,-85.6410358,"2928 HIKES LN, LOUISVILLE, KY 40218",73,"2928 HIKES LN, LOUISVILLE, KY 40218"
Exotic King Smoke Shop,"2253 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJC4VN9oQLaYgRpDb5SrOPku0,38.2010299,-85.6589601,"2253 HIKES LN, LOUISVILLE, KY 40218",73,"2253 HIKES LN, LOUISVILLE, KY 40218"
Cox's Spirits and Smoke Shoppe,"2928 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJne6FdeEKaYgRwLJqoSBhTf8,38.2104456,-85.64101600000001,"2928 HIKES LN, LOUISVILLE, KY 40218",73,"2928 HIKES LN, LOUISVILLE, KY 40218"
Puff n Joy Central Smoke Shop,"3941 CENTRAL AVE, LOUISVILLE, KY 40218, USA",ChIJ6wK0OM8LaYgRY-C4yub51XE,38.1911576,-85.6486465,"3941 CENTRAL AVE, LOUISVILLE, KY 40218",76,"3941 CENTRAL AVE, LOUISVILLE, KY 40218"
Wash N Shine,"2911 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJaUMIleEKaYgRCPdvzrtTnAc,38.2107685,-85.64206519999999,"2249 HIKES LN, LOUISVILLE, KY 40218",65,"2249 HIKES LN, LOUISVILLE, KY 40218"
Rescue Rangers Towing & Roadside Services,"2026 OLD SHEPHERDSVILLE RD, LOUISVILLE, KY 40218, USA",ChIJia7kXgoLaYgRObP8N3ltNQk,38.1934213,-85.6602803,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",70,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Klondike Market & Deli,"3610 KLONDIKE LN, LOUISVILLE, KY 40218, USA",ChIJNwdieeEKaYgRljOTKoOekQE,38.2100422,-85.64073719999999,"3610 KLONDIKE LN, LOUISVILLE, KY 40218",76,"3610 KLONDIKE LN, LOUISVILLE, KY 40218"
Propane Refill at U-Haul,"4128 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJO9XOloQLaYgRmuky7M5ZyqA,38.1903417,-85.64559729999999,"4780 BARDSTOWN RD, LOUISVILLE, KY 40218",70,"4780 BARDSTOWN RD, LOUISVILLE, KY 40218"
Vapor Smoke Shop,"3715 KLONDIKE LN, LOUISVILLE, KY 40218, USA",ChIJQ1SWtqULaYgRXfylNrEVUUk,38.2104798,-85.63953289999999,"3715 KLONDIKE LN, LOUISVILLE, KY 40218",76,"3715 KLONDIKE LN, LOUISVILLE, KY 40218"
Skyway Beverage Shoppe,"2216 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJ8_y6VAkLaYgRslcXtLblz4Y,38.1997151,-85.6581446,"2216 HIKES LN, LOUISVILLE, KY 40218",73,"2216 HIKES LN, LOUISVILLE, KY 40218"
Dollar General,"2817 DEL RIO PL, LOUISVILLE, KY 40220, USA",ChIJgSEb8BcLaYgRZaENL_-RLoU,38.214709400000004,-85.65484599999999,"2817 DEL RIO PL, 101, LOUISVILLE, KY 40220",70,"2817 DEL RIO PL, 101, LOUISVILLE, KY 40220"
Buechel Liquor,"2141 BUECHEL BANK RD, LOUISVILLE, KY 40218, USA",ChIJryyZzasLaYgRR_8rknS8NsM,38.1911549,-85.64792159999999,"2141 BUECHEL BANK RD, LOUISVILLE, KY 40218",79,"2141 BUECHEL BANK RD, LOUISVILLE, KY 40218"
L&B Sisters Grocery,"4109 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJ3Ra-5xULaYgRcW9xuDuXLzw,38.192447099999995,-85.6462169,"4109 BARDSTOWN RD, 103, LOUISVILLE, KY 40218",72,"4109 BARDSTOWN RD, 103, LOUISVILLE, KY 40218"
CVS,"3700 BARDSTOWN RD, LOUISVILLE, KY 40218, USA",ChIJnYnhwAsLaYgRyYssr17Rgpw,38.198574199999996,-85.6599031,"3300 BARDSTOWN RD, LOUISVILLE, KY 40218",73,"3300 BARDSTOWN RD, LOUISVILLE, KY 40218"
Dollar Tree,"2221 HIKES LN, LOUISVILLE, KY 40218, USA",ChIJL3e1-AsLaYgRqUX-m5aY4p0,38.200511399999996,-85.65994420000001,"2204 HEATHER LN, 40218",70,"2204 HEATHER LN, 40218"
