Google Place Name,Google Address,Google Place ID,lat,long,ArcGIS Best Match,Match Score,Matched Street Name
Circle K,"5929 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJRb-guNoRaYgRqEBPOaqOC1I,38.126812799999996,-85.7754533,"5929 NEW CUT RD, LOUISVILLE, KY 40214",75,"5929 NEW CUT RD, LOUISVILLE, KY 40214"
BP,"5901 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJK7Xi5TQRaYgR1D3rB9cAjYk,38.1275895,-85.7751744,"5901 NEW CUT RD, LOUISVILLE, KY 40214",75,"5901 NEW CUT RD, LOUISVILLE, KY 40214"
Marathon Gas,"5901 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ26RPr9sRaYgRX8fxpw_na9Y,38.1275666,-85.7751399,"5901 NEW CUT RD, LOUISVILLE, KY 40214",75,"5901 NEW CUT RD, LOUISVILLE, KY 40214"
Kroger Fuel Center,"5533 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ8Zh1wuQRaYgR1JAW7Pf7hQY,38.1434508,-85.7742159,"5533 NEW CUT RD, LOUISVILLE, KY 40214",75,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
Murphy USA,"185 OUTER LOOP, LOUISVILLE, KY 40214, USA",ChIJTwDiPcURaYgRNwbVGzZVBjs,38.1275797,-85.7788166,"185 OUTER LOOP, LOUISVILLE, KY 40214",74,"185 OUTER LOOP, LOUISVILLE, KY 40214"
Marathon,"7312 ST ANDREWS CHURCH RD SUITE A, LOUISVILLE, KY 40214, USA",ChIJdzEUI_ARaYgRTaq7BBm5eNY,38.1545257,-85.803393,"7312 SAINT ANDREWS CHURCH RD, 40214",88,"7312 SAINT ANDREWS CHURCH RD, 40214"
Valero,"LOUISVILLE, KY 40214, USA",ChIJA9udPIcRaYgRpKrE8fu9Rag,38.1555117,-85.80156989999999,"524 N 35TH ST, LOUISVILLE, KY 40212",75,"524 N 35TH ST, LOUISVILLE, KY 40212"
one stop foodmart,"7205 MANSLICK RD, LOUISVILLE, KY 40214, USA",ChIJFTy6aocRaYgRu_XGRUzCDq0,38.155451,-85.8016109,"7205 MANSLICK RD, LOUISVILLE, KY 40214",76,"7205 MANSLICK RD, LOUISVILLE, KY 40214"
LICKETY SPLIT FOOD AND GAS,"5440 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJs-ltjvoRaYgRX2nP7_RP0HE,38.1480271,-85.7762164,"5440 NEW CUT RD, LOUISVILLE, KY 40214",75,"5440 NEW CUT RD, LOUISVILLE, KY 40214"
B Quick Food Mart,"7600 3RD STREET RD, LOUISVILLE, KY 40214, USA",ChIJcbbMV-kRaYgRgwz-151VmjY,38.1405179,-85.7824711,"7600 3RD STREET RD, LOUISVILLE, KY 40214",77,"7600 3RD STREET RD, LOUISVILLE, KY 40214"
Kenwood Grocery Store,"802 W KENWOOD DR, LOUISVILLE, KY 40214, USA",ChIJX6z6ohwSaYgRNbi_dg7Bb_g,38.161282,-85.778076,"802 W KENWOOD DR, LOUISVILLE, KY 40214",76,"802 W KENWOOD DR, LOUISVILLE, KY 40214"
Dollar General,"7427 3RD STREET RD, LOUISVILLE, KY 40214, USA",ChIJdVG_h-8RaYgRNHH1cR324hU,38.1437914,-85.77696809999999,"7427 3RD STREET RD, LOUISVILLE, KY 40214",77,"7427 3RD STREET RD, LOUISVILLE, KY 40214"
Cardinal Market,"7312 ST ANDREWS CHURCH RD SUITE A, LOUISVILLE, KY 40214, USA",ChIJb38OJIERaYgRSbKaFhxy3FE,38.1545257,-85.803393,"7312 SAINT ANDREWS CHURCH RD, 40214",88,"7312 SAINT ANDREWS CHURCH RD, 40214"
Iroquois Liquor,"5105 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJu6doDBsSaYgRwtV_PoeTw_U,38.163385,-85.7790943,"5105 NEW CUT RD, LOUISVILLE, KY 40214",75,"5105 NEW CUT RD, LOUISVILLE, KY 40214"
Dollar Tree,"5532 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJWWRMPeURaYgRGDOmT-EkDlk,38.142944899999996,-85.7758174,"5533 NEW CUT RD, LOUISVILLE, KY 40214",71,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
DEE’s Liquor Store,"5435 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ7QcJoJMRaYgRSjjbGSYTJZ8,38.147746999999995,-85.7754556,"5435 NEW CUT RD, LOUISVILLE, KY 40214",75,"5435 NEW CUT RD, LOUISVILLE, KY 40214"
Cheers Liquor Store,"7321 ST ANDREWS CHURCH RD A, LOUISVILLE, KY 40214, USA",ChIJSZNHMoERaYgR2Iscq9Ip_dY,38.1541764,-85.8028447,"7312 SAINT ANDREWS CHURCH RD, 40214",90,"7312 SAINT ANDREWS CHURCH RD, 40214"
Walgreens,"5400 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJ27uwCfoRaYgR4BWlKVDSOfQ,38.150470399999996,-85.7769636,"5400 NEW CUT RD, LOUISVILLE, KY 40214",75,"5400 NEW CUT RD, LOUISVILLE, KY 40214"
Kroger,"5533 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJmab0G-URaYgR_UVWSF8EO_M,38.1448304,-85.7736312,"5533 NEW CUT RD, LOUISVILLE, KY 40214",75,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
Walgreens Pharmacy,"5400 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJxSZfp_ARaYgREyzuVvu5vs8,38.1502998,-85.7769316,"5400 NEW CUT RD, LOUISVILLE, KY 40214",75,"5400 NEW CUT RD, LOUISVILLE, KY 40214"
Kroger Pharmacy,"5533 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJmab0G-URaYgRWq1fkVBHZG0,38.144522599999995,-85.773544,"5533 NEW CUT RD, LOUISVILLE, KY 40214",75,"5533 NEW CUT RD, LOUISVILLE, KY 40214"
Walmart Pharmacy,"175 OUTER LOOP, LOUISVILLE, KY 40214, USA",ChIJc42bUMQRaYgRLOeV7Mqi64E,38.129082,-85.77994009999999,"185 OUTER LOOP, LOUISVILLE, KY 40214",70,"185 OUTER LOOP, LOUISVILLE, KY 40214"
COVID-19 Drive-Thru Testing at Walgreens,"5400 NEW CUT RD, LOUISVILLE, KY 40214, USA",ChIJuQ5Zp_ARaYgRvQlYe2lj4sI,38.1502938,-85.7769299,"5400 NEW CUT RD, LOUISVILLE, KY 40214",75,"5400 NEW CUT RD, LOUISVILLE, KY 40214"
J-Town Tobacco Outlet,"6711 STRAWBERRY LN, LOUISVILLE, KY 40214, USA",ChIJB41cMjkNaYgRolQ4_nkyGJM,38.1590561,-85.76270319999999,"6711 STRAWBERRY LN, LOUISVILLE, KY 40214",77,"6711 STRAWBERRY LN, LOUISVILLE, KY 40214"
Smoke buddy,"6627 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJadKYtcwNaYgRO2sYl7bXyeA,38.1598003,-85.7640641,"6627 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6627 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Thorntons,"8405 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJiX46GzkOaYgRDuAjcWBTvxA,38.12752,-85.748474,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",73,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
Speedway,"6821 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJ5Z40qP8NaYgR1YIvCly_ZAo,38.1586274,-85.7644017,"6821 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6821 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Pick And Pump 5,"8404 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJPx1kOzkOaYgRgv6UmmtaaSA,38.1281785,-85.7494605,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",70,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
Marathon Gas,"5600 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJow9iBQQOaYgRGBKmW6VpiOY,38.149295699999996,-85.761769,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",73,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
DEF for work trucks THORNTONS,"8311 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJg-2f5s4PaYgRqGA-Sn3wrcM,38.1282701,-85.74882699999999,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",64,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
Dongar Food Mart & Deli,"5600 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJN7-2CwQOaYgRIwMxnLB4Bzw,38.149581999999995,-85.761353,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",73,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
Ks Deli Food Mart,"5600 NATIONAL TURNPIKE # 1, LOUISVILLE, KY 40214, USA",ChIJBZQviwMOaYgRiBBgdzeO5AU,38.1492249,-85.76155829999999,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",71,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
Alrasoul Food Mart,"7141 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJN4aW_AEOaYgR88E5zVNrhXQ,38.151213399999996,-85.7663513,"7136 SOUTHSIDE DR, LOUISVILLE, KY 40214",70,"7136 SOUTHSIDE DR, LOUISVILLE, KY 40214"
AL MADINA FOOD MART,"6921 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJa_SUIBYNaYgRZoIzlHFGQJw,38.1562589,-85.7642237,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214",73,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Al Madina market,"6921 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJKzohqtMNaYgR7fObbsBcmdQ,38.156323199999996,-85.7643202,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214",73,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Pic Pac Southside Drive,"6629 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJ-eXWPP8NaYgRUYhN9umRCno,38.159577899999995,-85.76417409999999,"6629 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6629 SOUTHSIDE DR, LOUISVILLE, KY 40214"
Dairy Queen Grill & Chill,"5516 NATIONAL TURNPIKE, LOUISVILLE, KY 40214, USA",ChIJwZHVlQEOaYgRcGmrF4KrBCQ,38.151687599999995,-85.7650065,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214",67,"5600 NATIONAL TPKE, LOUISVILLE, KY 40214"
La Antiguita Guatemala,"6921 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJ-63XNhkNaYgRBAHhwfvIXA4,38.156323199999996,-85.7643202,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214",73,"6621 SOUTHSIDE DR, LOUISVILLE, KY 40214"
dong phuong Grocery Store,"6705 STRAWBERRY LN, LOUISVILLE, KY 40214, USA",ChIJt3C1jf4NaYgRLLjvggYVUt8,38.159127,-85.76258200000001,"6705 STRAWBERRY LN, LOUISVILLE, KY 40214",77,"6705 STRAWBERRY LN, LOUISVILLE, KY 40214"
Kenwood Liquors,"6908 SOUTHSIDE DR, LOUISVILLE, KY 40214, USA",ChIJB3xqx_8NaYgRpdUfJLKxDvw,38.157324900000006,-85.76492859999999,"6908 SOUTHSIDE DR, LOUISVILLE, KY 40214",77,"6908 SOUTHSIDE DR, LOUISVILLE, KY 40214"
JEKE Liquors,"8206 NATIONAL TURNPIKE A, LOUISVILLE, KY 40214, USA",ChIJowzTBXMPaYgRmEjFcmlKdeA,38.1305099,-85.7508376,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214",68,"8405 NATIONAL TPKE, LOUISVILLE, KY 40214"
popular smoke & vape,"7702 PRESTON HWY STE C, LOUISVILLE, KY 40219, USA",ChIJb1lBwmEPaYgRqjr20EXcMio,38.1401451,-85.68822809999999,"7702 PRESTON HWY, LOUISVILLE, KY 40219",69,"7702 PRESTON HWY, LOUISVILLE, KY 40219"
Nick’s House of Vape & Smoke,"7502 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJOUHge38PaYgRV6Qa_EJyB2U,38.1428533,-85.6896119,"7502 PRESTON HWY, LOUISVILLE, KY 40219",76,"7502 PRESTON HWY, LOUISVILLE, KY 40219"
JJ Distributors - Cash and Carry,"3415 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJtbmYOjkNaYgR61tn2QaleZY,38.15768,-85.69930699999999,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",72,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
Liquor Barn,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJWeIyKBwMaYgREcy2mrTTM7I,38.1561483,-85.69825809999999,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",78,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
bapashree wholesale,"3221 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJP8PQ3GoNaYgRT9-MQmK8Yrc,38.1574726,-85.7044913,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",72,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
Thorntons,"2700 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJzz67gygMaYgRiXMglI__lFI,38.15679,-85.7157501,"2700 FERN VALLEY RD, LOUISVILLE, KY 40213",78,"2700 FERN VALLEY RD, LOUISVILLE, KY 40213"
bp,"2800 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJ5fzVTSYMaYgRFfcj9dipGZ4,38.156661,-85.712856,"2800 FERN VALLEY RD, LOUISVILLE, KY 40213",78,"2800 FERN VALLEY RD, LOUISVILLE, KY 40213"
Circle K,"3001 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJjZmkGCEMaYgRAfkIs1YeI90,38.1574737,-85.7089778,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213",72,"3420 FERN VALLEY RD, LOUISVILLE, KY 40213"
Circle K,"6514 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJKavFWxwMaYgRCmMzS2vycRQ,38.1571487,-85.697784,"6514 PRESTON HWY, LOUISVILLE, KY 40219",76,"6514 PRESTON HWY, LOUISVILLE, KY 40219"
Sam's Club Gas Station,"6622 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJiSOm4B0MaYgRzVVCYE6RAVU,38.155601,-85.6970809,"6624 PRESTON HWY, LOUISVILLE, KY 40219",72,"6624 PRESTON HWY, LOUISVILLE, KY 40219"
Super Stop Market,"7303 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJuz-dka4OaYgRzJtZw-7Mwwc,38.1463889,-85.6905997,"7303 PRESTON HWY, LOUISVILLE, KY 40219",76,"7303 PRESTON HWY, LOUISVILLE, KY 40219"
M&S Food Marts,"LOUISVILLE, KY 40213, USA",ChIJaypgqycMaYgRpw04_BmICEE,38.1565933,-85.7131347,"438 N 28TH ST, LOUISVILLE, KY 40212",75,"438 N 28TH ST, LOUISVILLE, KY 40212"
Liquor Mart,"7212 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJd8Sn2K4OaYgR7KSkJ2jCTbg,38.1472183,-85.69227269999999,"7212 PRESTON HWY, LOUISVILLE, KY 40219",76,"7212 PRESTON HWY, LOUISVILLE, KY 40219"
Liquor Corner,"6101 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJg51e-PcNaYgRFlpfeWbfiyQ,38.162539599999995,-85.699592,"6101 PRESTON HWY, LOUISVILLE, KY 40219",76,"6101 PRESTON HWY, LOUISVILLE, KY 40219"
Liquor Town,"7500 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJF10Vh2wPaYgRSP2dTBr5MQU,38.143021,-85.68968029999999,"7500 PRESTON HWY, LOUISVILLE, KY 40219",76,"7500 PRESTON HWY, LOUISVILLE, KY 40219"
Fern Valley Wine & Liquor,"3301 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJK1krb5oNaYgR96pg3MPesnA,38.157524699999996,-85.70339039999999,"3301 FERN VALLEY RD, 101, LOUISVILLE, KY 40213",74,"3301 FERN VALLEY RD, 101, LOUISVILLE, KY 40213"
Walgreens Pharmacy,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJv6V32hwMaYgRPhJh4lTK9VA,38.1566568,-85.6954944,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",78,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
Sam's Club Pharmacy,"6622 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJiSOm4B0MaYgREBU-jQQJzWU,38.1551961,-85.6991072,"6624 PRESTON HWY, LOUISVILLE, KY 40219",72,"6624 PRESTON HWY, LOUISVILLE, KY 40219"
Walgreens,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJo7Z01xwMaYgR4KJ_vuid7Aw,38.1566378,-85.6954944,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",78,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
Chewy Pharmacy,"3621 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJ15ph-BMNaYgRNP8PMeVda8c,38.1583523,-85.693803,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",72,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
COVID-19 Drive-Thru Testing at Walgreens,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219, USA",ChIJmVRKnLoNaYgRxC0u7cqeZyo,38.1566044,-85.69556759999999,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219",78,"3600 FERN VALLEY RD, LOUISVILLE, KY 40219"
Smoke Mart,"7214 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJ0eLwr8IPaYgR3wXAzpYnkYs,38.14712060000001,-85.69222889999999,"7214 PRESTON HWY, LOUISVILLE, KY 40219",76,"7214 PRESTON HWY, LOUISVILLE, KY 40219"
Premium eJuice USA LLC Main Office,"3103 FERN VALLEY RD #102, LOUISVILLE, KY 40213, USA",ChIJ-TW9uiEMaYgR0kBJa8tX2Ic,38.1573645,-85.7070838,"3301 FERN VALLEY RD, 102, LOUISVILLE, KY 40213",75,"3301 FERN VALLEY RD, 102, LOUISVILLE, KY 40213"
N J Imports,"3301 FERN VALLEY RD, LOUISVILLE, KY 40213, USA",ChIJ_3ZzAa4NaYgRhBj5lMbgBxw,38.1575248,-85.7033903,"3301 FERN VALLEY RD, 101, LOUISVILLE, KY 40213",74,"3301 FERN VALLEY RD, 101, LOUISVILLE, KY 40213"
Smokers oasis,"5044 POPLAR LEVEL RD, LOUISVILLE, KY 40219, USA",ChIJtZ1zx08LaYgRCFWkTKiAXr0,38.1640449,-85.68013599999999,"5014 POPLAR LEVEL RD, LOUISVILLE, KY 40219",76,"5014 POPLAR LEVEL RD, LOUISVILLE, KY 40219"
Smoke Signal,"5520 FERN VALLEY RD #112, LOUISVILLE, KY 40228, USA",ChIJuRsEP9kLaYgRPlQhSM6NjGc,38.155708,-85.6577416,"5520 FERN VALLEY RD, 112, LOUISVILLE, KY 40228",81,"5520 FERN VALLEY RD, 112, LOUISVILLE, KY 40228"
SMOKE STOP,"8112 BLUE LICK RD STE A, LOUISVILLE, KY 40219, USA",ChIJbxXaOpEPaYgROSi84PP-GzE,38.132794499999996,-85.6871133,"8110 BLUE LICK RD, SUITE A, LOUISVILLE, KY 40219",76,"8110 BLUE LICK RD, SUITE A, LOUISVILLE, KY 40219"
8 Oasis Smoke Shop,"6708 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228, USA",ChIJleQqj8kLaYgRm5PR8LZVjoU,38.1529722,-85.6600818,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",74,"6714 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Cox's Spirit Shoppe,"8000 BLUE LICK RD, LOUISVILLE, KY 40219, USA",ChIJL-n-M7UOaYgRmraA3jigdEA,38.1339493,-85.68478379999999,"8000 BLUE LICK RD, LOUISVILLE, KY 40219",77,"8000 BLUE LICK RD, LOUISVILLE, KY 40219"
Cool Breeze Vapor,"4120 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJCeATUUsJaYgRPduV8tA7GNo,38.1370449,-85.6841046,"4120 OUTER LOOP, LOUISVILLE, KY 40219",75,"4120 OUTER LOOP, LOUISVILLE, KY 40219"
Liquor Barn,"4901 OUTER LOOP #137, LOUISVILLE, KY 40219, USA",ChIJgZBQhEIJaYgRcFqv5nk1uqM,38.1397523,-85.6652118,"4901 OUTER LOOP, 137, LOUISVILLE, KY 40219",78,"4901 OUTER LOOP, 137, LOUISVILLE, KY 40219"
Derb E Cigs Vapor Store,"5702 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJ980wFm4JaYgRytPA7wsgOeM,38.1387031,-85.65547149999999,"5702 OUTER LOOP, LOUISVILLE, KY 40219",75,"5702 OUTER LOOP, LOUISVILLE, KY 40219"
New Age Gifts,"7908 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJ3wsdpE4JaYgRRtGgYkCbnyI,38.1375629,-85.68663409999999,"7908 PRESTON HWY, LOUISVILLE, KY 40219",76,"7908 PRESTON HWY, LOUISVILLE, KY 40219"
Shell,"8003 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219, USA",ChIJOZwhXdwLaYgRvJ4ruKjYd3E,38.134287799999996,-85.6587393,"8003 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",80,"8003 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Thorntons,"7101 GREENRIDGE FARM DR, LOUISVILLE, KY 40219, USA",ChIJ68eauhELaYgRhAGDsqmbVxI,38.155542,-85.6603817,"7101 GREENRIDGE FARM DR, LOUISVILLE, KY 40219",81,"7101 GREENRIDGE FARM DR, LOUISVILLE, KY 40219"
Shell,"6804 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228, USA",ChIJpwXziuAJaYgRpU_9GCEraP0,38.150863799999996,-85.66023369999999,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",77,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Speedway,"8325 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJuzxvvDUJaYgRk_YIJ2rYg1M,38.1303814,-85.6818181,"8325 PRESTON HWY, LOUISVILLE, KY 40219",76,"8325 PRESTON HWY, LOUISVILLE, KY 40219"
Marathon,"8200 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJzczUzkoJaYgRivXqIhS4ZjA,38.1334221,-85.6845082,"8200 PRESTON HWY, LOUISVILLE, KY 40219",76,"8200 PRESTON HWY, LOUISVILLE, KY 40219"
Speedway,"4900 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJm2D7-EMJaYgRWmZ8pJ8anQE,38.1373777,-85.6691093,"4900 OUTER LOOP, LOUISVILLE, KY 40219",75,"4900 OUTER LOOP, LOUISVILLE, KY 40219"
Speedway,"7002 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219, USA",ChIJqW3thRUJaYgRD1dZbeDdRAM,38.1485126,-85.6603045,"7002 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",80,"7002 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Circle K,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228, USA",ChIJYf-Na9wLaYgRp5LUCWaQYfA,38.1595884,-85.6607162,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228",80,"6204 SHEPHERDSVILLE RD, LOUISVILLE, KY 40228"
Barrels & Bottles LLC,"8200 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJGZNfOssPaYgRPIhgqLnJ3BM,38.1332697,-85.6847284,"8200 PRESTON HWY, LOUISVILLE, KY 40219",76,"8200 PRESTON HWY, LOUISVILLE, KY 40219"
Kroger Fuel Center,"4501 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJXY2Ff04JaYgRJDc6prFj9FU,38.1392453,-85.6800428,"4501 OUTER LOOP, LOUISVILLE, KY 40219",75,"4501 OUTER LOOP, LOUISVILLE, KY 40219"
Judge Blvd @ Outer Loop,"LOUISVILLE, KY 40219, USA",ChIJY1ROAkQJaYgRYVizJHt8CC0,38.136918,-85.66960499999999,"519 S 3RD ST, LOUISVILLE, KY 40202",76,"519 S 3RD ST, LOUISVILLE, KY 40202"
Electric Vehicle Charging Station,"7904 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJX-_aB3MPaYgRFSpJFea60h4,38.137654999999995,-85.68672699999999,"7908 PRESTON HWY, LOUISVILLE, KY 40219",72,"7908 PRESTON HWY, LOUISVILLE, KY 40219"
Jay's Food Mart,"5370 RANGELAND RD, LOUISVILLE, KY 40219, USA",ChIJK_RZ6cILaYgRmtAP9SAQuEU,38.163971599999996,-85.66065019999999,"5370 RANGELAND RD, LOUISVILLE, KY 40219",77,"5370 RANGELAND RD, LOUISVILLE, KY 40219"
REAL DEAL / J Food Mart,"8506 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219, USA",ChIJvVrO2j0JaYgRjQ44iiRG144,38.1255978,-85.6658197,"8506 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219",80,"8506 SHEPHERDSVILLE RD, LOUISVILLE, KY 40219"
Tienda Guatemalteca La Bendición,"8102 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJBVbaIAAPaYgRks7_4nwAvZg,38.1350242,-85.68528309999999,"8010 PRESTON HWY, LOUISVILLE, KY 40219",72,"8010 PRESTON HWY, LOUISVILLE, KY 40219"
Dollar General,"5501 CLEARWATER FARM BLVD, LOUISVILLE, KY 40228, USA",ChIJlcREB98LaYgRCNVHcUnzDzU,38.154717,-85.6605318,"5501 CLEARWATER FARM BLVD, LOUISVILLE, KY 40219",76,"5501 CLEARWATER FARM BLVD, LOUISVILLE, KY 40219"
Dollar General,"8641 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJSeplQTQJaYgR2J8tuKVrarY,38.1282212,-85.6795686,"8641 PRESTON HWY, LOUISVILLE, KY 40219",76,"8641 PRESTON HWY, LOUISVILLE, KY 40219"
Moeskies Liquor II,"8506 PRESTON HWY, LOUISVILLE, KY 40219, USA",ChIJZxkMT4cJaYgRJSQxYEEAFN0,38.129182,-85.68211099999999,"8506 PRESTON HWY, LOUISVILLE, KY 40219",76,"8506 PRESTON HWY, LOUISVILLE, KY 40219"
Moeskie Liquor Store,"5046 POPLAR LEVEL RD, LOUISVILLE, KY 40219, USA",ChIJp3rUVvcLaYgRBfgfHiLVlQo,38.1638877,-85.67983249999999,"5046 POPLAR LEVEL RD, LOUISVILLE, KY 40219",79,"5046 POPLAR LEVEL RD, LOUISVILLE, KY 40219"
Walgreens,"4310 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJZ7e3bkwJaYgRYBZUCAkfn84,38.1375175,-85.6804861,"4310 OUTER LOOP, LOUISVILLE, KY 40219",75,"4310 OUTER LOOP, LOUISVILLE, KY 40219"
CVS,"4101 OUTER LOOP, LOUISVILLE, KY 40219, USA",ChIJAab6ou0JaYgRKZM0qWeeWbw,38.1388356,-85.6862226,"4120 OUTER LOOP, LOUISVILLE, KY 40219",71,"4120 OUTER LOOP, LOUISVILLE, KY 40219"
